cf_id,contact_id,company_name,project_description,outcome,backers_count,country,currency,launch_date,end_date,category_id,subcategory_id
564,1830,Everett-Wolfe,Total optimizing software,failed,87,US,USD,2020-12-09,2021-06-14,cat4,subcat4
3129,2623,Young PLC,Optional maximized attitude,failed,1063,US,USD,2020-05-20,2021-02-06,cat2,subcat18
800,4327,Park-Goodman,Customer-focused impactful extranet,successful,272,US,USD,2020-10-29,2021-03-25,cat5,subcat5
1255,3713,"York, Barr and Grant",Cloned bottom-line success,canceled,25,US,USD,2020-12-21,2021-02-24,cat4,subcat4
2448,2389,Little Ltd,Decentralized bandwidth-monitored ability,successful,419,US,USD,2021-01-25,2021-04-18,cat9,subcat24
578,5141,Brown and Sons,Programmable leadingedge budgetary management,failed,76,US,USD,2021-06-08,2022-01-03,cat4,subcat4
418,3522,"Payne, Garrett and Thomas",Upgradable bi-directional concept,successful,1621,IT,EUR,2020-12-21,2021-12-15,cat4,subcat4
255,1334,Robinson Group,Re-contextualized homogeneous flexibility,successful,1101,US,USD,2020-07-03,2021-05-18,cat2,subcat8
1918,4721,Robinson-Kelly,Monitored bi-directional standardization,successful,1073,US,USD,2020-08-29,2021-06-14,cat4,subcat4
2837,3768,Kelly-Colon,Stand-alone grid-enabled leverage,failed,4428,AU,AUD,2021-09-18,2021-11-30,cat4,subcat4
842,1639,"Turner, Scott and Gentry",Assimilated regional groupware,failed,58,IT,EUR,2021-03-31,2021-12-04,cat2,subcat8
503,5149,Sanchez Ltd,Up-sized 24hour instruction set,canceled,1218,US,USD,2021-05-14,2021-08-08,cat8,subcat15
602,2153,Giles-Smith,Right-sized web-enabled intranet,successful,331,US,USD,2022-02-01,2022-02-16,cat9,subcat24
1317,2767,Thompson-Moreno,Expanded needs-based orchestration,successful,1170,US,USD,2021-03-10,2022-01-12,cat8,subcat15
2071,5124,Murphy-Fox,Organic system-worthy orchestration,failed,111,US,USD,2021-06-08,2021-12-27,cat6,subcat14
2773,2097,Rodriguez-Patterson,Inverse static standardization,canceled,215,US,USD,2021-02-27,2021-11-23,cat5,subcat7
1814,4796,Davis Ltd,Synchronized motivating solution,successful,363,US,USD,2020-10-11,2021-04-05,cat1,subcat1
2600,5849,Nelson-Valdez,Open-source 4thgeneration open system,failed,2955,US,USD,2020-02-14,2021-04-06,cat7,subcat21
426,1495,Kelly PLC,Decentralized context-sensitive superstructure,failed,1657,US,USD,2021-03-11,2021-07-05,cat4,subcat4
2206,2462,Nguyen and Sons,Compatible 5thgeneration concept,successful,103,US,USD,2020-09-13,2021-02-12,cat4,subcat4
2032,2280,Jones PLC,Virtual systemic intranet,successful,147,US,USD,2021-01-30,2021-04-09,cat4,subcat4
397,1877,Gilmore LLC,Optimized systemic algorithm,successful,110,CA,CAD,2020-12-09,2021-07-17,cat6,subcat10
865,6108,Lee-Cobb,Customizable homogeneous firmware,failed,926,CA,CAD,2021-04-14,2022-01-07,cat4,subcat4
3027,4427,"Jones, Wiley and Robbins",Front-line cohesive extranet,successful,134,US,USD,2020-11-01,2021-10-22,cat3,subcat9
31,2881,"Martin, Gates and Holt",Distributed holistic neural-net,successful,269,US,USD,2021-01-11,2021-04-21,cat4,subcat4
1234,2339,"Bowen, Davies and Burns",Devolved client-server monitoring,successful,175,US,USD,2021-01-18,2021-08-14,cat5,subcat20
497,5156,Nguyen Inc,Seamless directional capacity,successful,69,US,USD,2020-09-11,2021-06-19,cat3,subcat3
2084,4750,Walsh-Watts,Polarized actuating implementation,successful,190,US,USD,2021-10-05,2021-11-24,cat5,subcat5
337,4852,"Ray, Li and Li",Front-line disintermediate hub,successful,237,US,USD,2021-02-04,2021-08-14,cat5,subcat5
3182,5734,Murray Ltd,Decentralized 4thgeneration challenge,failed,77,GB,GBP,2020-11-19,2021-10-20,cat2,subcat2
1494,3801,Bradford-Silva,Reverse-engineered composite hierarchy,failed,1748,US,USD,2020-10-09,2021-06-26,cat4,subcat4
2570,4474,Mora-Bradley,Programmable tangible ability,failed,79,US,USD,2021-01-09,2021-08-01,cat4,subcat4
2205,1992,"Cardenas, Thompson and Carey",Configurable full-range emulation,successful,196,IT,EUR,2021-04-10,2021-04-20,cat2,subcat2
314,5796,"Lopez, Reid and Johnson",Total real-time hardware,failed,889,US,USD,2021-03-22,2021-09-20,cat4,subcat4
1659,1373,Fox-Williams,Profound system-worthy functionalities,successful,7295,US,USD,2021-12-15,2022-01-13,cat2,subcat6
1656,1879,"Taylor, Wood and Taylor",Cloned hybrid focus group,successful,2893,CA,CAD,2020-07-15,2021-03-11,cat3,subcat9
514,3072,King Inc,Ergonomic dedicated focus group,failed,56,US,USD,2020-12-23,2021-09-26,cat5,subcat7
649,4561,"Cole, Petty and Cameron",Realigned zero administration paradigm,failed,1,US,USD,2020-08-12,2021-04-17,cat3,subcat9
1769,5201,Mcclain LLC,Open-source multi-tasking methodology,successful,820,US,USD,2021-01-17,2021-09-09,cat4,subcat4
33,5871,Sims-Gross,Object-based attitude-oriented analyzer,failed,83,US,USD,2021-03-05,2021-03-27,cat3,subcat9
195,3041,Perez Group,Cross-platform tertiary hub,successful,2038,US,USD,2021-05-01,2021-11-03,cat6,subcat19
742,5864,Haynes-Williams,Seamless clear-thinking artificial intelligence,successful,116,US,USD,2020-09-05,2021-04-25,cat5,subcat11
2093,3999,Ford LLC,Centralized tangible success,failed,2025,GB,GBP,2021-08-01,2021-10-05,cat6,subcat10
1338,4849,Moreno Ltd,Customer-focused multimedia methodology,successful,1345,AU,AUD,2021-04-14,2021-05-30,cat3,subcat3
52,5461,"Moore, Cook and Wright",Visionary maximized Local Area Network,successful,168,US,USD,2021-03-19,2021-05-17,cat5,subcat7
1651,5946,Ortega LLC,Secured bifurcated intranet,successful,137,CH,CHF,2021-04-12,2021-09-07,cat4,subcat4
452,4508,"Silva, Walker and Martin",Grass-roots 4thgeneration product,successful,186,IT,EUR,2022-01-15,2022-01-20,cat4,subcat4
1808,5096,"Huynh, Gallegos and Mills",Reduced next generation info-mediaries,successful,125,US,USD,2021-04-14,2021-10-08,cat4,subcat4
2288,5443,Anderson LLC,Customizable full-range artificial intelligence,failed,14,IT,EUR,2020-05-20,2021-06-23,cat4,subcat4
1855,2165,Garza-Bryant,Programmable leadingedge contingency,successful,202,US,USD,2021-07-16,2021-11-19,cat4,subcat4
3035,2125,Mays LLC,Multi-layered global groupware,successful,103,US,USD,2020-03-14,2021-01-31,cat6,subcat16
2285,6141,Evans-Jones,Switchable methodical superstructure,successful,1785,US,USD,2021-03-15,2021-09-22,cat2,subcat2
1203,5245,"Fischer, Torres and Walker",Expanded even-keeled portal,failed,656,US,USD,2021-06-16,2021-08-03,cat7,subcat21
2852,2190,"Tapia, Kramer and Hicks",Advanced modular moderator,successful,157,US,USD,2021-04-29,2021-08-15,cat4,subcat4
2160,2243,"Barnes, Wilcox and Riley",Reverse-engineered well-modulated ability,successful,555,US,USD,2021-02-21,2022-01-02,cat5,subcat5
113,3336,Reyes PLC,Expanded optimal pricing structure,successful,297,US,USD,2020-09-13,2021-04-30,cat3,subcat9
2609,3305,"Pace, Simpson and Watkins",Down-sized uniform ability,successful,123,US,USD,2020-12-02,2021-03-22,cat6,subcat14
2529,6191,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,canceled,38,DK,DKK,2021-04-14,2021-07-10,cat4,subcat4
1780,1326,Dominguez-Owens,Open-architected systematic intranet,canceled,60,US,USD,2021-07-16,2021-08-17,cat2,subcat2
1840,6159,Thomas-Simmons,Proactive 24hour frame,successful,3036,US,USD,2021-04-10,2021-07-20,cat5,subcat5
2280,2003,Beck-Knight,Exclusive fresh-thinking model,successful,144,AU,AUD,2020-11-16,2021-09-14,cat4,subcat4
3150,5881,Mccoy Ltd,Business-focused encompassing intranet,successful,121,GB,GBP,2020-10-22,2021-10-11,cat4,subcat4
2490,1918,Dawson-Tyler,Optional 6thgeneration access,failed,1596,US,USD,2020-12-08,2021-07-28,cat7,subcat21
3081,2157,Johns-Thomas,Realigned web-enabled functionalities,canceled,524,US,USD,2020-11-25,2021-04-07,cat4,subcat4
1954,3149,"Quinn, Cruz and Schmidt",Enterprise-wide multimedia software,successful,181,US,USD,2021-05-01,2021-10-20,cat3,subcat3
2560,2444,Stewart Inc,Versatile mission-critical knowledgebase,failed,10,US,USD,2021-01-24,2021-04-13,cat4,subcat4
1071,6207,Moore Group,Multi-lateral object-oriented open system,successful,122,US,USD,2021-12-09,2022-02-02,cat5,subcat7
1649,5580,Carson PLC,Visionary system-worthy attitude,successful,1071,CA,CAD,2021-09-05,2022-02-22,cat3,subcat9
685,5942,"Cruz, Hall and Mason",Synergized content-based hierarchy,canceled,219,US,USD,2021-06-06,2021-07-08,cat3,subcat3
1069,1592,"Glass, Baker and Jones",Business-focused 24hour access,failed,1121,US,USD,2021-05-24,2021-12-31,cat2,subcat2
1277,2344,Marquez-Kerr,Automated hybrid orchestration,successful,980,US,USD,2021-04-01,2022-01-01,cat2,subcat17
2764,5995,Stone PLC,Exclusive 5thgeneration leverage,successful,536,US,USD,2021-07-13,2021-09-17,cat4,subcat4
959,5022,Caldwell PLC,Grass-roots zero administration alliance,successful,1991,US,USD,2020-12-17,2021-03-21,cat8,subcat15
1746,5991,Silva-Hawkins,Proactive heuristic orchestration,canceled,29,US,USD,2020-09-21,2021-01-10,cat6,subcat10
2392,4020,Gardner Inc,Function-based systematic Graphical User Interface,successful,180,US,USD,2021-07-22,2022-01-03,cat2,subcat8
2762,6028,Garcia Group,Extended zero administration software,failed,15,US,USD,2021-03-23,2021-06-16,cat4,subcat4
1699,2790,Meyer-Avila,Multi-tiered discrete support,failed,191,US,USD,2020-12-02,2021-05-28,cat2,subcat8
220,4033,"Nelson, Smith and Graham",Phased system-worthy conglomeration,failed,16,US,USD,2020-01-15,2021-02-03,cat4,subcat4
285,1261,Garcia Ltd,Balanced mobile alliance,successful,130,US,USD,2020-07-12,2021-07-10,cat4,subcat4
2182,1979,West-Stevens,Reactive solution-oriented groupware,successful,122,US,USD,2021-03-30,2021-07-15,cat2,subcat6
2244,2122,Clark-Conrad,Exclusive bandwidth-monitored orchestration,failed,17,US,USD,2021-07-27,2021-09-17,cat4,subcat4
2357,4506,Fitzgerald Group,Intuitive exuding initiative,successful,140,US,USD,2020-10-12,2021-11-30,cat4,subcat4
971,3016,"Hill, Mccann and Moore",Streamlined needs-based knowledge user,failed,34,US,USD,2020-07-21,2021-06-11,cat3,subcat9
2077,3272,Edwards LLC,Automated system-worthy structure,successful,3388,US,USD,2020-12-25,2021-08-06,cat3,subcat3
2197,1375,Greer and Sons,Secured clear-thinking intranet,successful,280,US,USD,2021-02-25,2021-04-28,cat4,subcat4
1294,4014,Martinez PLC,Cloned actuating architecture,canceled,614,US,USD,2020-07-13,2021-06-20,cat5,subcat11
1111,3199,Hunter-Logan,Down-sized needs-based task-force,successful,366,IT,EUR,2020-08-20,2021-04-08,cat3,subcat9
985,2184,Ramos and Sons,Extended responsive Internet solution,failed,1,GB,GBP,2021-06-11,2021-06-28,cat2,subcat6
487,2170,Lane-Barber,Universal value-added moderator,successful,270,US,USD,2021-03-08,2021-07-22,cat6,subcat10
1496,1478,Lowery Group,Sharable motivating emulation,canceled,114,US,USD,2020-12-24,2021-08-29,cat4,subcat4
3054,6163,Guerrero-Griffin,Networked web-enabled product,successful,137,US,USD,2021-06-10,2022-01-08,cat8,subcat15
501,1889,"Perez, Reed and Lee",Advanced dedicated encoding,successful,3205,US,USD,2020-09-01,2021-07-09,cat4,subcat4
632,5912,"Chen, Pollard and Clarke",Stand-alone multi-state project,successful,288,DK,DKK,2021-03-17,2021-08-10,cat4,subcat4
1253,2537,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,successful,148,US,USD,2021-01-23,2021-11-08,cat4,subcat4
665,2118,Callahan-Gilbert,Profit-focused motivating function,successful,114,US,USD,2020-05-20,2021-03-06,cat5,subcat7
2505,3234,Logan-Miranda,Proactive systemic firmware,successful,1518,CA,CAD,2021-11-02,2021-11-10,cat2,subcat2
1519,3842,Rodriguez PLC,Grass-roots upward-trending installation,failed,1274,US,USD,2020-01-19,2021-03-14,cat2,subcat6
1920,3032,Smith-Kennedy,Virtual heuristic hub,failed,210,IT,EUR,2021-08-21,2021-11-19,cat7,subcat12
2782,3238,Mitchell-Lee,Customizable leadingedge model,successful,166,US,USD,2021-07-03,2021-07-22,cat2,subcat2
2089,2059,Davis Ltd,Upgradable uniform service-desk,successful,100,AU,AUD,2021-04-22,2021-07-19,cat2,subcat18
2607,5238,Rowland PLC,Inverse client-driven product,successful,235,US,USD,2020-07-22,2021-07-15,cat4,subcat4
2464,2578,Shaffer-Mason,Managed bandwidth-monitored system engine,successful,148,US,USD,2021-09-27,2021-11-24,cat2,subcat2
335,4789,Matthews LLC,Advanced transitional help-desk,successful,198,US,USD,2020-09-05,2021-04-21,cat2,subcat8
1973,2357,Montgomery-Castro,De-engineered disintermediate encryption,failed,248,AU,AUD,2021-01-26,2022-01-18,cat5,subcat23
1006,1235,"Hale, Pearson and Jenkins",Upgradable attitude-oriented project,failed,513,US,USD,2020-12-17,2021-05-27,cat6,subcat19
2678,3558,Ramirez-Calderon,Fundamental zero tolerance alliance,successful,150,US,USD,2020-10-01,2021-08-11,cat4,subcat4
2103,1707,Johnson-Morales,Devolved 24hour forecast,failed,3410,US,USD,2021-01-26,2021-01-30,cat7,subcat12
627,2842,Mathis-Rodriguez,User-centric attitude-oriented intranet,successful,216,IT,EUR,2021-02-17,2021-06-02,cat4,subcat4
2242,5318,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,canceled,26,US,USD,2020-07-04,2021-02-14,cat4,subcat4
2711,1620,Johnson-Pace,Persistent 3rdgeneration moratorium,successful,5139,US,USD,2021-07-10,2022-01-12,cat2,subcat8
1210,4998,"Meza, Kirby and Patel",Cross-platform empowering project,successful,2353,US,USD,2021-04-12,2021-04-21,cat4,subcat4
692,3111,Gonzalez-Snow,Polarized user-facing interface,successful,78,IT,EUR,2020-12-21,2021-12-01,cat3,subcat3
864,1424,Murphy LLC,Customer-focused non-volatile framework,failed,10,US,USD,2021-02-21,2021-06-16,cat2,subcat2
1349,3244,Taylor-Rowe,Synchronized multimedia frame,failed,2201,US,USD,2021-06-08,2021-11-23,cat4,subcat4
1582,4643,Henderson Ltd,Open-architected stable algorithm,failed,676,US,USD,2020-11-30,2021-05-07,cat4,subcat4
2862,6132,Moss-Guzman,Cross-platform optimizing website,successful,174,CH,CHF,2020-09-08,2021-02-13,cat5,subcat11
23,3790,Webb Group,Public-key actuating projection,failed,831,US,USD,2020-12-18,2021-03-14,cat4,subcat4
526,1312,Brooks-Rodriguez,Implemented intangible instruction set,successful,164,US,USD,2021-02-19,2021-04-09,cat5,subcat7
2134,5686,Thomas Ltd,Cross-group interactive architecture,canceled,56,CH,CHF,2021-11-15,2021-12-26,cat4,subcat4
422,2111,Williams and Sons,Centralized asymmetric framework,successful,161,US,USD,2021-03-07,2021-06-15,cat5,subcat11
988,5685,"Vega, Chan and Carney",Down-sized systematic utilization,successful,138,US,USD,2021-04-18,2021-11-18,cat2,subcat2
812,1905,Byrd Group,Profound fault-tolerant model,successful,3308,US,USD,2021-09-25,2021-09-28,cat3,subcat3
1589,3271,"Peterson, Fletcher and Sanchez",Multi-channeled bi-directional moratorium,successful,127,AU,AUD,2021-10-07,2021-11-16,cat5,subcat11
2504,4178,Smith-Brown,Object-based content-based ability,successful,207,IT,EUR,2020-12-01,2021-07-19,cat2,subcat18
1707,3275,Vance-Glover,Progressive coherent secured line,failed,859,CA,CAD,2021-02-27,2021-11-06,cat2,subcat2
3138,5713,Joyce PLC,Synchronized directional capability,live,31,US,USD,2020-09-25,2021-05-18,cat5,subcat11
120,3339,Kennedy-Miller,Cross-platform composite migration,failed,45,US,USD,2020-03-08,2021-03-25,cat4,subcat4
265,5585,White-Obrien,Operative local pricing structure,canceled,1113,US,USD,2021-11-26,2021-12-31,cat4,subcat4
2499,4407,"Stafford, Hess and Raymond",Optional web-enabled extranet,failed,6,US,USD,2021-09-23,2022-01-18,cat1,subcat1
127,1941,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,failed,7,US,USD,2021-08-12,2021-10-04,cat4,subcat4
1705,4690,"Rodriguez, Cox and Rodriguez",Networked disintermediate leverage,successful,181,CH,CHF,2020-06-09,2021-05-01,cat6,subcat10
415,3607,Welch Inc,Optional optimal website,successful,110,US,USD,2021-10-06,2021-12-18,cat2,subcat2
3042,2670,Vasquez Inc,Stand-alone asynchronous functionalities,failed,31,US,USD,2020-12-02,2021-07-02,cat5,subcat7
2098,5261,Freeman-Ferguson,Profound full-range open system,failed,78,US,USD,2021-02-10,2021-04-14,cat7,subcat21
1015,4121,"Houston, Moore and Rogers",Optional tangible utilization,successful,185,US,USD,2021-08-12,2021-11-23,cat3,subcat3
2454,4620,Small-Fuentes,Seamless maximized product,successful,121,US,USD,2020-04-11,2021-01-28,cat4,subcat4
662,4630,Reid-Day,Devolved tertiary time-frame,failed,1225,GB,GBP,2021-07-13,2021-08-29,cat4,subcat4
751,3440,Wallace LLC,Centralized regional function,failed,1,CH,CHF,2021-06-17,2021-07-16,cat2,subcat2
2336,3572,Olson-Bishop,User-friendly high-level initiative,successful,106,US,USD,2020-11-04,2021-10-29,cat8,subcat15
1757,5306,"Rodriguez, Anderson and Porter",Reverse-engineered zero-defect infrastructure,successful,142,US,USD,2020-09-30,2021-09-07,cat8,subcat15
2779,5122,"Perez, Brown and Meyers",Stand-alone background customer loyalty,successful,233,US,USD,2020-07-17,2021-07-12,cat4,subcat4
1698,1368,English-Mccullough,Business-focused discrete software,successful,218,US,USD,2021-05-31,2021-09-19,cat2,subcat2
550,5370,Smith-Nguyen,Advanced intermediate Graphic Interface,failed,67,AU,AUD,2021-01-18,2021-06-12,cat5,subcat5
746,5636,Harmon-Madden,Adaptive holistic hub,successful,76,US,USD,2020-10-04,2021-07-30,cat5,subcat7
906,6033,Walker-Taylor,Automated uniform concept,successful,43,US,USD,2021-05-25,2021-09-11,cat4,subcat4
3098,3599,"Harris, Medina and Mitchell",Enhanced regional flexibility,failed,19,US,USD,2021-01-02,2021-05-11,cat1,subcat1
1052,5566,Williams and Sons,Public-key bottom-line algorithm,failed,2108,CH,CHF,2020-07-12,2021-03-27,cat5,subcat5
1073,1873,Ball-Fisher,Multi-layered intangible instruction set,successful,221,US,USD,2020-08-19,2021-01-28,cat4,subcat4
1327,3904,"Page, Holt and Mack",Fundamental methodical emulation,failed,679,US,USD,2021-08-01,2021-10-14,cat7,subcat12
1849,4453,Landry Group,Expanded value-added hardware,successful,2805,CA,CAD,2020-12-17,2021-06-11,cat6,subcat10
1550,5481,Buckley Group,Diverse high-level attitude,successful,68,US,USD,2020-11-29,2021-03-01,cat7,subcat12
2139,2987,Vincent PLC,Visionary 24hour analyzer,failed,36,DK,DKK,2021-08-13,2021-12-26,cat2,subcat2
2442,2431,Watson-Douglas,Centralized bandwidth-monitored leverage,successful,183,CA,CAD,2021-03-29,2021-11-27,cat2,subcat2
108,4158,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,successful,133,US,USD,2020-12-06,2021-02-27,cat4,subcat4
322,3753,Alvarez-Bauer,Front-line intermediate moderator,successful,2489,IT,EUR,2020-10-25,2021-04-24,cat6,subcat10
2060,4391,Martinez LLC,Automated local secured line,successful,69,US,USD,2021-11-10,2022-01-12,cat4,subcat4
589,2026,Buck-Khan,Integrated bandwidth-monitored alliance,failed,47,US,USD,2021-02-02,2021-09-26,cat7,subcat12
198,4547,"Valdez, Williams and Meyer",Cross-group heuristic forecast,successful,279,GB,GBP,2021-02-13,2021-12-04,cat2,subcat2
1485,2798,Alvarez-Andrews,Extended impactful secured line,successful,210,US,USD,2021-01-08,2021-11-09,cat5,subcat5
2136,4732,Stewart and Sons,Distributed optimizing protocol,successful,2100,US,USD,2020-02-17,2021-01-07,cat2,subcat2
3200,5126,Dyer Inc,Secured well-modulated system engine,successful,252,US,USD,2021-01-01,2021-04-05,cat2,subcat2
2693,5151,"Anderson, Williams and Cox",Streamlined national benchmark,successful,1280,US,USD,2020-07-21,2021-03-11,cat6,subcat10
1335,2134,Solomon PLC,Open-architected 24/7 infrastructure,successful,157,GB,GBP,2020-05-31,2021-05-13,cat5,subcat13
1171,5786,Miller-Hubbard,Digitized 6thgeneration Local Area Network,successful,194,US,USD,2021-01-30,2021-09-14,cat4,subcat4
1935,5515,"Miranda, Martinez and Lowery",Innovative actuating artificial intelligence,successful,82,AU,AUD,2020-09-30,2021-03-29,cat5,subcat7
1097,4530,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,failed,70,US,USD,2021-02-12,2021-06-29,cat4,subcat4
1307,4088,Baker-Higgins,Vision-oriented scalable portal,failed,154,US,USD,2020-12-17,2021-07-16,cat4,subcat4
1300,3667,"Johnson, Turner and Carroll",Persevering zero administration knowledge user,failed,22,US,USD,2021-09-29,2021-11-21,cat4,subcat4
2587,3286,Ward PLC,Front-line bottom-line Graphic Interface,successful,4233,US,USD,2020-05-05,2021-03-12,cat8,subcat15
964,4804,"Bradley, Beck and Mayo",Synergized fault-tolerant hierarchy,successful,1297,DK,DKK,2020-10-28,2021-08-14,cat6,subcat19
1093,5768,"Levine, Martin and Hernandez",Expanded asynchronous groupware,successful,165,DK,DKK,2021-02-01,2021-05-29,cat6,subcat19
1199,6098,"Gallegos, Wagner and Gaines",Expanded fault-tolerant emulation,successful,119,US,USD,2021-06-15,2021-07-20,cat4,subcat4
2259,2508,"Hodges, Smith and Kelly",Future-proofed 24hour model,failed,1758,US,USD,2020-05-06,2021-02-09,cat3,subcat3
1169,5779,Macias Inc,Optimized didactic intranet,failed,94,US,USD,2020-09-02,2021-08-06,cat2,subcat8
2575,1717,Cook-Ortiz,Right-sized dedicated standardization,successful,1797,US,USD,2021-06-11,2021-08-22,cat2,subcat18
1889,3368,Jordan-Fischer,Vision-oriented high-level extranet,successful,261,US,USD,2021-03-23,2021-09-23,cat4,subcat4
2267,4265,Pierce-Ramirez,Organized scalable initiative,successful,157,US,USD,2021-09-19,2021-11-01,cat5,subcat5
78,4455,Howell and Sons,Enhanced regional moderator,successful,3533,US,USD,2021-05-10,2021-11-19,cat4,subcat4
55,2940,"Garcia, Dunn and Richardson",Automated even-keeled emulation,successful,155,US,USD,2020-10-11,2021-03-10,cat3,subcat3
725,6144,Lawson and Sons,Reverse-engineered multi-tasking product,successful,132,IT,EUR,2021-03-21,2021-05-25,cat3,subcat9
1927,3657,Porter-Hicks,De-engineered next generation parallelism,failed,33,US,USD,2021-02-22,2021-06-21,cat8,subcat15
398,1537,Rodriguez-Hansen,Intuitive cohesive groupware,canceled,94,US,USD,2021-09-15,2021-10-26,cat5,subcat5
2554,2116,Williams LLC,Up-sized high-level access,successful,1354,GB,GBP,2021-11-17,2021-11-28,cat3,subcat3
2293,5102,"Cooper, Stanley and Bryant",Phased empowering success,successful,48,US,USD,2021-06-07,2021-11-30,cat3,subcat3
2978,5815,"Miller, Glenn and Adams",Distributed actuating project,successful,110,US,USD,2021-03-22,2021-06-09,cat1,subcat1
1443,4250,"Cole, Salazar and Moreno",Robust motivating orchestration,successful,172,US,USD,2020-02-01,2021-02-08,cat5,subcat7
342,4533,Jones-Ryan,Vision-oriented uniform instruction set,successful,307,US,USD,2021-03-27,2021-10-09,cat2,subcat8
1719,3329,"Hood, Perez and Meadows",Cross-group upward-trending hierarchy,failed,1,US,USD,2020-04-04,2021-03-11,cat2,subcat2
2004,3606,Bright and Sons,Object-based needs-based info-mediaries,successful,160,US,USD,2021-10-23,2021-11-20,cat2,subcat6
784,4749,Brady Ltd,Open-source reciprocal standardization,failed,31,US,USD,2020-09-28,2021-03-31,cat7,subcat12
3061,2222,Collier LLC,Secured well-modulated projection,successful,1467,CA,CAD,2020-09-09,2021-09-05,cat2,subcat8
559,1939,"Campbell, Thomas and Obrien",Multi-channeled secondary middleware,successful,2662,CA,CAD,2021-07-15,2021-10-23,cat6,subcat14
978,2456,Moses-Terry,Horizontal clear-thinking framework,successful,452,AU,AUD,2021-04-06,2021-07-20,cat4,subcat4
1387,2794,Williams and Sons,Profound composite core,successful,158,US,USD,2021-06-29,2021-10-21,cat1,subcat1
499,2648,"Miranda, Gray and Hale",Programmable disintermediate matrices,successful,225,CH,CHF,2021-08-30,2021-12-03,cat5,subcat13
1439,2545,"Ayala, Crawford and Taylor",Realigned 5thgeneration knowledge user,failed,35,US,USD,2021-02-16,2022-01-17,cat1,subcat1
3130,3273,Martinez Ltd,Multi-layered upward-trending groupware,failed,63,US,USD,2020-10-31,2021-11-12,cat4,subcat4
1526,6155,Lee PLC,Re-contextualized leadingedge firmware,successful,65,US,USD,2021-02-02,2021-09-17,cat3,subcat9
1229,6064,"Young, Ramsey and Powell",Devolved disintermediate analyzer,successful,163,US,USD,2020-12-26,2021-09-07,cat4,subcat4
780,1729,Lewis and Sons,Profound disintermediate open system,successful,85,US,USD,2021-05-12,2021-08-12,cat4,subcat4
936,4969,Davis-Johnson,Automated reciprocal protocol,successful,217,US,USD,2020-08-22,2021-08-03,cat5,subcat20
2820,3402,Stevenson-Thompson,Automated static workforce,successful,150,US,USD,2021-01-25,2021-02-21,cat5,subcat13
3118,2810,"Ellis, Smith and Armstrong",Horizontal attitude-oriented help-desk,successful,3272,US,USD,2021-07-01,2021-10-21,cat4,subcat4
750,2217,Jackson-Brown,Versatile 5thgeneration matrices,canceled,898,US,USD,2021-06-28,2021-12-17,cat8,subcat15
2948,5140,"Kane, Pruitt and Rivera",Cross-platform next generation service-desk,successful,300,US,USD,2021-11-23,2022-01-14,cat1,subcat1
1818,4497,"Wood, Buckley and Meza",Front-line web-enabled installation,successful,126,US,USD,2020-09-23,2021-04-29,cat4,subcat4
1715,5100,Brown-Williams,Multi-channeled responsive product,failed,526,US,USD,2020-06-08,2021-04-07,cat5,subcat7
2667,3390,Hansen-Austin,Adaptive demand-driven encryption,failed,121,US,USD,2020-05-11,2021-03-18,cat4,subcat4
2818,1926,Santana-George,Re-engineered client-driven knowledge user,successful,2320,US,USD,2021-03-16,2021-06-26,cat4,subcat4
175,3264,Davis LLC,Compatible logistical paradigm,successful,81,AU,AUD,2021-08-22,2021-10-12,cat5,subcat23
2701,2573,"Vazquez, Ochoa and Clark",Intuitive value-added installation,successful,1887,US,USD,2020-07-17,2021-04-11,cat8,subcat15
338,3628,Chung-Nguyen,Managed discrete parallelism,successful,4358,US,USD,2020-03-21,2021-03-07,cat8,subcat15
1372,3826,Mueller-Harmon,Implemented tangible approach,failed,67,US,USD,2020-12-25,2021-12-16,cat2,subcat2
399,5983,"Dixon, Perez and Banks",Re-engineered encompassing definition,failed,57,CA,CAD,2021-12-29,2022-01-16,cat8,subcat15
2734,5678,Estrada Group,Multi-lateral uniform collaboration,failed,1229,US,USD,2020-11-08,2021-01-22,cat1,subcat1
2663,2093,Lutz Group,Enterprise-wide foreground paradigm,failed,12,IT,EUR,2020-09-07,2021-07-05,cat2,subcat17
2951,5333,Ortiz Inc,Stand-alone incremental parallelism,successful,53,US,USD,2021-02-27,2021-03-03,cat6,subcat10
733,5139,"Craig, Ellis and Miller",Persevering 5thgeneration throughput,successful,2414,US,USD,2021-01-11,2021-06-17,cat2,subcat6
374,3173,Charles Inc,Implemented object-oriented synergy,failed,452,US,USD,2020-12-24,2021-12-18,cat4,subcat4
1949,3333,White-Rosario,Balanced demand-driven definition,successful,80,US,USD,2021-01-18,2021-09-25,cat4,subcat4
48,2262,Simmons-Villarreal,Customer-focused mobile Graphic Interface,successful,193,US,USD,2020-06-26,2021-06-10,cat5,subcat13
3020,1531,Strickland Group,Horizontal secondary interface,failed,1886,US,USD,2020-05-17,2021-04-25,cat4,subcat4
